tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL015348g1.t1	HMEL015348g1	0	0	2	0	0	0	1	2	1	7	3	8
HMEL031960g1.t1	HMEL031960g1	4	0	1	1	1	3	2	0	1	3	29	2
HMEL031958g1.t1	HMEL031958g1	3	1	7	8	2	5	7	2	3	16	13	13
HMEL007752g1.t1	HMEL007752g1	620	242	241	939	218	192	143	186	103	130	292	299
HMEL007749g1.t1	HMEL007749g1	521	485	261	629	564	243	46	77	39	36	259	112
HMEL031952g1.t1	HMEL031952g1	0	0	1	3	0	3	2	0	4	4	9	2
HMEL016911g1.t1	HMEL016911g1	212	167	102	252	147	139	21	37	17	41	51	56
HMEL031950g1.t1	HMEL031950g1	1	2	2	0	1	0	1	0	0	0	0	0
HMEL031948g1.t1	HMEL031948g1	47	37	55	45	61	55	9	19	11	14	27.97	27
HMEL031947g1.t1	HMEL031947g1	68	92	73	121	74	87	9	30	10	29	20	40
HMEL031945g1.t1	HMEL031945g1	1785.999	1116	591	1736	1038.104	704	107	189	93	206	136	218
HMEL031945g1.t2	HMEL031945g1	0	0	0	0	94.896	0	0	0	0	0	0	0
HMEL016921g2.t1	HMEL016921g2	1	0	0	0	1	3	0	2	0	9	32	3
HMEL016921g1.t1	HMEL016921g1	6	5	3	1	1	2	16	4	18	19.115	15	7
HMEL016922g1.t1	HMEL016922g1	0	0	0	0	0	0	0	0	0	0	1	0
HMEL016927g1.t1	HMEL016927g1	941	1155	1090	1231	1334	911	170	367	155	384	363	591
HMEL031935g1.t1	HMEL031935g1	79	487	1708	126	709	2083	854	490	603	1370	2307	929
HMEL031934g1.t1	HMEL031934g1	2	8	10	4	15	17	2	0	6	12	14	6
HMEL007006g1.t1	HMEL007006g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL031924g1.t1	HMEL031924g1	0	0	13	0	16	17	0	4	3	7	27	40
HMEL002424g1.t1	HMEL002424g1	0	0	0	0	0	0	0	0	0	0	0	1
HMEL007066g1.t1	HMEL007066g1	70	53	20	101	37	32	12	25	11	49	65	29
HMEL031913g1.t1	HMEL031913g1	298	346	214	423	350	211	40	67	36	80	106	113
HMEL031914g1.t1	HMEL031914g1	82	62	44	75	43	48	11	19	7	15	9	8
HMEL007072g1.t1	HMEL007072g1	262	77	33	192	77	38	45	2	60.82	55	114	23
HMEL007072g3.t1	HMEL007072g3	104	155	0	210	147	4	0	1	1	6	5	2
HMEL007074g1.t1	HMEL007074g1	22	5	24	17	14	20	49	37	42	66	65	82
HMEL007074g2.t1	HMEL007074g2	0	0	0	2	0	0	0	0	0	1	3	1
HMEL007074g3.t1	HMEL007074g3	0	0	0	0	0	0	0	0	0	0	3	0
HMEL031917g1.t1	HMEL031917g1	1	0	0	1.03	2	2	13.726	1.151	8.651	31.618	11.983	10.889
HMEL022177g1.t1	HMEL022177g1	0	0	0	0	0	1	2	3	2	11	21	3
HMEL005191g2.t1	HMEL005191g2	0	0	11	0	0	0	0	34	0	0	0	0
HMEL005191g2.t2	HMEL005191g2	10	3	0	3	10	2	33	0	25	76	22	19
HMEL005191g1.t1	HMEL005191g1	1	0	0	0	0	1	1	2	0	7	18	4
HMEL005190g2.t1	HMEL005190g2	1	0	0	0	0	0	0	0	4	8	1	1
HMEL005190g1.t1	HMEL005190g1	0	0	0	0	0	0	0	2	2	9	17	6
HMEL005189g1.t1	HMEL005189g1	23	48	0	43	0	62	0	17	0	0	0	38
HMEL005189g1.t2	HMEL005189g1	0	0	43	0	56	0	21	0	21	52	22	0
HMEL031912g1.t1	HMEL031912g1	0	0	8	0	0	7	14	19	20	28	10	11
HMEL031910g1.t1	HMEL031910g1	211	136	92	268	163	124	19	26	32	73	69	82
HMEL014208g1.t1	HMEL014208g1	0	0	1	0	0	0	0	0	0	0	0	0
HMEL014213g1.t1	HMEL014213g1	11	3	3	15.45	6	17	37	26	34	46.438	18.812	30
HMEL021146g1.t1	HMEL021146g1	0	0	0	0	0	0	3	1	0	7.52	5.302	8
HMEL031905g1.t1	HMEL031905g1	0	0	0	0	0	2	0	1	0	1.04	12.886	1
HMEL012816g1.t1	HMEL012816g1	257	223	66	324	188	61	18	27	11	14	37	61
HMEL014330g1.t1	HMEL014330g1	54	67	16	60	63	20	5	17	1	3	12	23
HMEL014327g2.t1	HMEL014327g2	0	1	0	0	0	0	0	2	2	1	0	5
HMEL014327g1.t1	HMEL014327g1	94	211	255	157	166	252	58	56	73	93	104	96
HMEL022201g1.t1	HMEL022201g1	0	1	0	0	0	1	7	3	2	4	11	1
HMEL031903g1.t1	HMEL031903g1	0	0	0	0	0	0	0	0	1	6	3	2
HMEL004514g1.t1	HMEL004514g1	0	0	0	0	0	0	0	2	0	3	0	7
HMEL002514g1.t1	HMEL002514g1	15	20	9	28	14	12	4	7	3	20	8	11
HMEL002515g1.t1	HMEL002515g1	32	26	6	29	21	8	4	4	1	3	8	14
HMEL002518g1.t1	HMEL002518g1	34	29	8	32	25	27	4	11	12	81	3	15
HMEL002519g2.t1	HMEL002519g2	4	7	1	8	6	9	32	6	59	96	30	7
HMEL031898g1.t1	HMEL031898g1	195	131	75	252	120	83	17	29	19	40	27	43
HMEL031897g1.t1	HMEL031897g1	90.673	90.677	654.796	156.819	141.672	450.823	38.129	18.967	30.279	52.585	50.477	37.019
HMEL031897g1.t2	HMEL031897g1	148.327	453.323	225.204	408.181	246.328	179.177	29.871	30.033	18.721	17.415	23.523	36.981
HMEL011325g1.t1	HMEL011325g1	1454	4662	8172	1986	17347	8561	6367	704	4449	6837	15649	1440.988
HMEL031894g1.t1	HMEL031894g1	0	0	0	0	0	0	0	0	0	0	2	1
HMEL031893g1.t1	HMEL031893g1	0	0	0	0	0	0	0	0	1	1	3	0
HMEL011811g1.t1	HMEL011811g1	555	207	177	653	195	107	18	19	8	20	42	15
HMEL031892g1.t1	HMEL031892g1	0	0	0	0	0	0	0	0	0	0	3	0
HMEL031890g1.t1	HMEL031890g1	4	3	0	5	3	5	0	1	0	2	4	3
HMEL016186g1.t1	HMEL016186g1	176	84	66	137	56	68	13	26	21	50	23	26
HMEL031889g1.t2	HMEL031889g1	0	0	0	0	2.091	0	0	0	0	0	0	5
HMEL031889g1.t1	HMEL031889g1	0	2	0	8	5.909	9	4	0	0	12	8	0
HMEL031889g1.t3	HMEL031889g1	8	0	0	0	0	0	0	0	0	0	0	0
HMEL010102g2.t1	HMEL010102g2	0	0	1	0	0	1	1	4	0	5	38	1
HMEL010102g1.t1	HMEL010102g1	0	0	1	0	0	1	1	1	0	0	2	0
HMEL010105g1.t1	HMEL010105g1	726	596	659	795	598	692	100	232	105	267	264	439
HMEL010107g1.t1	HMEL010107g1	283	140	89	255	186	112	32	85	44	109	55	90.002
HMEL007737g1.t1	HMEL007737g1	0	0	0	0	0	0	0	0	0	5	1	0
HMEL007839g1.t1	HMEL007839g1	130	121	93	151	145	109	18	31	25	41	32	78
HMEL031882g1.t1	HMEL031882g1	0	0	0	0	0	0	0	0	1	2	5	0
HMEL031881g1.t1	HMEL031881g1	3	3	1	1	2	3	2	8	1	7	8	16
HMEL021221g1.t1	HMEL021221g1	0	0	0	0	1	2	0	2	0	1	0	1
HMEL007126g1.t1	HMEL007126g1	94	83	53	123	87	54	27	31	18	39	19	14
HMEL004896g1.t1	HMEL004896g1	61	8	14	126	4	21	8	2	4	3	4	8
HMEL005408g2.t1	HMEL005408g2	0	0	0	0	0	2.514	0	0	0	0	0	0
HMEL005408g2.t3	HMEL005408g2	2.379	0	0	0	0	0	0	0	0	0	2.514	0
HMEL005408g2.t2	HMEL005408g2	269.621	134	43	252	196	40.486	7	45	15	25	23.486	128
HMEL005404g1.t1	HMEL005404g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL005404g1.t2	HMEL005404g1	65	76	72	106	73	77	12	22	25	47	30	39
HMEL005403g1.t1	HMEL005403g1	7	9	2	7	4	3	0	1	0	0	6	7
HMEL005399g1.t1	HMEL005399g1	0	0	2	0	0	0	0	2	0	1	6	1
HMEL007991g4.t1	HMEL007991g4	0	0	3	1	0	8	5	9	3	5	18	19
HMEL007991g6.t1	HMEL007991g6	0	0	0	0	0	1	0	0	0	0	2	0
HMEL007991g7.t1	HMEL007991g7	0	0	0	0	0	0	0	0	0	1.051	0	0
HMEL007991g8.t2	HMEL007991g8	1	0	0	0	0	0	0	0	0	0	0	0
HMEL007991g8.t1	HMEL007991g8	0	0	0	0	0	0	0	0	0	1	4.039	0
HMEL008645g1.t1	HMEL008645g1	2	28	638	3	159	412	11	1	8	5	113	4
HMEL031878g1.t1	HMEL031878g1	0	1	41	0	3.422	32	14	26.817	6	4	49	22.712
HMEL031864g1.t1	HMEL031864g1	0	0	0	0	0	0	0	0	0	0	16	2.166
HMEL031866g1.t1	HMEL031866g1	0	0	2	0	0	0	0	8.183	0	3	6	13.122
HMEL002316g1.t1	HMEL002316g1	52	28	3	34	19	31	52.557	68.731	42.126	114.842	83.374	97.631
HMEL031860g1.t1	HMEL031860g1	1	0	1	0	0	0	2.175	2.193	3.47	10.683	27.563	6.491
HMEL021936g2.t1	HMEL021936g2	5	6	3	8	5	17	39.268	23.076	34.404	23.544	53.063	42.878
HMEL010721g2.t1	HMEL010721g2	0	0	0	0	0	0	4.678	0	1.076	3.013	4.022	0
HMEL031858g1.t1	HMEL031858g1	0	0	0	0	0	0	2.322	1	1.924	1.003	0	0
HMEL031848g1.t1	HMEL031848g1	0	1	0	0	1	2	191	1	178	447	583	1
HMEL031859g1.t1	HMEL031859g1	0	0	1	0	0	0	109	0	112	372.984	457.978	3
HMEL020719g3.t1	HMEL020719g3	0	0	5	0	0	5	4	11	4	8	24	25
HMEL020720g1.t1	HMEL020720g1	27757	126428	4	101153	164885	45	59	4	64	208	223	6
HMEL031846g1.t2	HMEL031846g1	0	0	0	0	0	0	0	0	0	4	0	0
HMEL031846g1.t1	HMEL031846g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL031845g1.t1	HMEL031845g1	0	0	0	0	0	0	8	0	3	28	32	0
HMEL009038g1.t1	HMEL009038g1	215	117	119	179	119	98	19	25	29	111	59	51
HMEL005325g2.t1	HMEL005325g2	765	3030	102	1835	3715	109	20	28	21	26	29	74
HMEL010567g1.t1	HMEL010567g1	0	0	0	0	0	2.79	0	0	0	1.24	1.894	0
HMEL015364g1.t1	HMEL015364g1	601	351	301	662	371	285	36	57	28	94	97	146
HMEL015363g1.t1	HMEL015363g1	338	295	236	427	310	224	60	103	73	194	187	218
HMEL015362g1.t1	HMEL015362g1	471	436	247	608	452	213	52	69	41	73	140	130
HMEL031841g1.t1	HMEL031841g1	32	21	9	34	13	7	10	9	3	6	14	7
HMEL015358g1.t1	HMEL015358g1	278	163	49	355	115	47	21	28	18	26	6	46
HMEL031839g1.t1	HMEL031839g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL015354g1.t1	HMEL015354g1	59	59	39	54	63	44	9	21	26	38.099	68	89
HMEL031838g1.t1	HMEL031838g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL031837g1.t1	HMEL031837g1	0	1	0	0	0	0	0	0	1	3	2	2
HMEL031835g1.t1	HMEL031835g1	922	1407	655	1074	1624	533	342	790	275	387	1015	1588
HMEL007651g1.t1	HMEL007651g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL031833g1.t1	HMEL031833g1	15	11	10	11	5	13	9	9	17	17.001	26	10.011
HMEL003078g2.t1	HMEL003078g2	0	0	0	0	1	0	2	2	2	18	27	5
HMEL003078g1.t1	HMEL003078g1	2	0	0	0	0	0	1	1	2	8	11	1
HMEL031832g1.t1	HMEL031832g1	3	66.786	10.19	6	94	23	4.077	6	6.132	10	23	3
HMEL031830g1.t1	HMEL031830g1	762	696	365	1323	470	339	189.188	178	201	426	462	282
HMEL031830g1.t2	HMEL031830g1	0	0	0	0	0	0	11.812	0	0	0	0	0
HMEL007198g1.t1	HMEL007198g1	207	98	85	168	128	87	16	39	27	51	36	41
HMEL031829g1.t1	HMEL031829g1	2	2	2	6	12	0	0	0	1	4	6	0
HMEL031827g1.t1	HMEL031827g1	4	9	2	11	3	2	1	5	1	0	5	2
HMEL031821g1.t1	HMEL031821g1	90	76	48	101	54	41	18	33	11	19	38	30
HMEL003658g1.t1	HMEL003658g1	700	1198	321	804	1205	234	49.075	84.999	28.872	65.669	80	129.394
HMEL031818g1.t1	HMEL031818g1	892	1377	357	1048.936	1581	226.776	29	62	22	29	60	155
HMEL010699g1.t1	HMEL010699g1	367	272	150	409	293	186	86	325	91	287	119	497
HMEL031817g1.t1	HMEL031817g1	209	149	102	231	171	107	28	47	24	42	42	52
HMEL031816g1.t1	HMEL031816g1	417	326	236	533	367	186	69	73	52	89	112	103
HMEL031813g1.t1	HMEL031813g1	42927	36247	27370	49206	39156	24709	561	2700	345	463	782	3995
HMEL031812g1.t1	HMEL031812g1	1	1	1	1	0	1	3	1	0	7	2	2
HMEL031811g1.t1	HMEL031811g1	0	0	0	0	3	0	13	3	1	14	35	11
HMEL031810g1.t1	HMEL031810g1	0	0	0	0	0	0	0	0	0	3	0	0
HMEL005063g1.t1	HMEL005063g1	104	92	30	108	71	25	2	22	6	28	20	33
HMEL031801g1.t1	HMEL031801g1	59	72	0	103	0	0	0	8	10	13	0	0
HMEL031801g1.t2	HMEL031801g1	0	0	40	0	63	38	5	0	0	0	1	11
HMEL005379g1.t1	HMEL005379g1	315	683	47	562	776	54	32	23	34	28	58	46
HMEL005377g1.t1	HMEL005377g1	241	166	197	338	124	186	46	52	32	85	38	42
HMEL010428g1.t1	HMEL010428g1	183	123	223	196	113	200	145	101	141	481	187	143
HMEL031793g1.t1	HMEL031793g1	108	53	103	104	58	110	245	196	232	286	228	197
HMEL010423g1.t1	HMEL010423g1	976	1061	1026	1077	1257	871	157	279	147	206	328.504	416
HMEL021905g1.t1	HMEL021905g1	1039	844	245	1290	628	222	80	36	49	85	83	93
HMEL031792g1.t1	HMEL031792g1	546	394	406	431	282	446	85	79	101	252	125	108
HMEL010419g1.t1	HMEL010419g1	0	0	10	4	0	13	0	4	0	0	3	5
HMEL031789g1.t1	HMEL031789g1	0	0	0	0	1	0	3	2	9	13	11	2
HMEL031787g1.t1	HMEL031787g1	474.22	307.187	342.228	650.168	307.901	210.487	80.328	362	0	0	149.903	288.944
HMEL031787g1.t2	HMEL031787g1	470.123	325.568	300.772	653.345	313.133	196.441	126.894	0	0	88.33	255.551	220.38
HMEL031787g1.t3	HMEL031787g1	451.658	322.244	0	665.487	317.966	257.072	115.777	0	131	176.67	220.546	151.676
HMEL031786g1.t1	HMEL031786g1	466	344	263	439	385	267	30	51	43	124	47	63
HMEL031785g1.t1	HMEL031785g1	1	0	0	0	1	0	0	0	0	6	2	5.293
HMEL013359g2.t1	HMEL013359g2	0	0	1	0	1	0	0	0	1	3	0	8
HMEL013359g1.t1	HMEL013359g1	27	22	28	23	18	35	12	15	11	36	90	53
HMEL013358g2.t1	HMEL013358g2	127	94	25	165	133	41	13	11	8	3	28	46
HMEL013358g1.t1	HMEL013358g1	592	572	136	936	530	137	48	60	21	43	105.525	109
HMEL031783g1.t1	HMEL031783g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL002983g1.t2	HMEL002983g1	135	91	54	184	105	47	13	46	12	7.915	43	71
HMEL002983g1.t1	HMEL002983g1	0	0	0	0	0	0	0	0	0	13.085	0	0
HMEL031781g1.t2	HMEL031781g1	432.66	353.28	0	769.499	190.397	4.952	2	341.75	3.365	10.528	23.834	824.912
HMEL031781g1.t1	HMEL031781g1	539.34	359.72	26	568.501	231.603	28.048	21	43.25	22.635	30.472	90.166	87.088
HMEL031780g1.t1	HMEL031780g1	89	82	13	186	40	16	2	6	0	2	11	8
HMEL009978g1.t1	HMEL009978g1	0	1	0	0	0	0	0	0	0	0	0	0
HMEL015471g1.t1	HMEL015471g1	115	121	19	149	76	25	12.734	16	9	47	15	41
HMEL015474g1.t1	HMEL015474g1	9	4	8	13	5	1	5	0	1	9	2	9
HMEL015476g1.t1	HMEL015476g1	40	10	19	29	14	14	3	2	5	4	7	11
HMEL011789g1.t1	HMEL011789g1	47	19	0	0	0	0	0	0	0	14	0	13
HMEL011789g1.t2	HMEL011789g1	0	0	46	58	29	52	8	5	10	0	10	0
HMEL031771g1.t1	HMEL031771g1	21	56	0	51	0	0	0	2	1	6	11	0
HMEL031771g1.t2	HMEL031771g1	0	0	10	0	51	3	5	0	0	0	0	14
HMEL031758g1.t1	HMEL031758g1	73	79	48	114	44	41	14	24.766	17	42	38	46
HMEL006607g2.t1	HMEL006607g2	16	22	23	44	35	25	4	37	9	33	45	62
HMEL006332g1.t1	HMEL006332g1	0	0	0	0	0	0	0	2	1	5	3	5
HMEL011563g1.t1	HMEL011563g1	0	0	0	0	0	0	0	0	0	2	5	1.138
HMEL031766g1.t1	HMEL031766g1	0	0	0	0	0	0	0	1	2	0	0	8
HMEL031768g1.t1	HMEL031768g1	50	29	6	43	30	2	5	7	2	6	2	14
HMEL031770g1.t1	HMEL031770g1	0	1	6	2	0	0	5	19	16	23.004	158	43
HMEL017852g1.t1	HMEL017852g1	4	5	4	3	1	6	14	20	15	23	37	13
HMEL011026g2.t1	HMEL011026g2	0	0	0	0	0	0	1.225	4.9	0	15.84	15.257	15.004
HMEL007178g2.t1	HMEL007178g2	2	0	0	2	0	2	2	2	3	10	16	7
HMEL032654g1.t1	HMEL032654g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032725g1.t1	HMEL032725g1	0	0	0	0	0	0	0	1	0	0	2	0
HMEL037170g1.t1	HMEL037170g1	60.445	56.358	53	73.618	59.351	13.265	18	4.053	15	34	71	34
HMEL037170g1.t2	HMEL037170g1	93.555	48.642	0	149.382	30.649	40.735	0	16.947	0	0	0	0
HMEL005606g1.t1	HMEL005606g1	0	0	0	0	0	1	1	2	1	3	17	3
HMEL035317g1.t1	HMEL035317g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL022073g1.t1	HMEL022073g1	6	3	24	0	10	105	134	130	124	573	1095	312
HMEL017749g1.t1	HMEL017749g1	165	130	58	230.951	135	44	8	20	10	15	13	40
HMEL037075g1.t2	HMEL037075g1	789.441	672.281	414.427	1431.571	988.245	357.382	77.135	52.771	0	59	0	0
HMEL037075g1.t1	HMEL037075g1	337.559	705.719	140.573	557.429	182.755	76.618	38.865	98.229	64	0	199	254
HMEL037073g1.t1	HMEL037073g1	0	0	0	0	40.916	0	0	0	0	0	0	0
HMEL037073g1.t2	HMEL037073g1	0	0	0	0	0	0	0	0	29	0	0	0
HMEL037073g1.t3	HMEL037073g1	0	0	0	39.416	0	0	0	65	0	0	0	0
HMEL037073g1.t4	HMEL037073g1	290	275	84	437.584	267.084	80	42	0	0	59	195	132
HMEL037072g1.t1	HMEL037072g1	84.441	63.864	126.086	93.091	101.158	98.145	54.574	91.436	56.982	83.822	195.038	124.732
HMEL037071g1.t1	HMEL037071g1	567	650	322	725	624	305	78	112	65	174	153	150
HMEL015776g1.t1	HMEL015776g1	57	183	284	74	157	238	201	1180	110	162	576	2851
HMEL015773g2.t1	HMEL015773g2	0	0	0	0	0	0	0	1	0	2	0	2
HMEL037068g1.t1	HMEL037068g1	67	291	678	68	488	626	278	447.821	137	250	510	630
HMEL014678g1.t1	HMEL014678g1	41	18	0	44	5	2	0	6	0	4	10	11
HMEL014677g1.t1	HMEL014677g1	0	0	0	0	0	0	0	0	0	1	1	2
HMEL014675g1.t1	HMEL014675g1	2	0	1	2	1	2	0	0	1	2	8	4
HMEL022558-RA	HMEL022558	2014	1652	4856	2310	1776	4641	465	247	609	900	729	344
HMEL014666g1.t1	HMEL014666g1	1186	832	1440	1277	981	1224	348	424	192	135	978	916
HMEL011553g2.t1	HMEL011553g2	0	0	0	0	0	74	0	0	9	12	0	0
HMEL011553g2.t2	HMEL011553g2	152	115	92	138	90	0	15	37	0	0	43	63
HMEL011553g1.t1	HMEL011553g1	0	0	0	0	0	0	0	0	0	4	0	2
HMEL037061g1.t1	HMEL037061g1	0	3	0	0	0	0	6	2	3	7	36	5
HMEL002638g1.t1	HMEL002638g1	63	60	37	86	52	24	10	23	3	8	9	12
HMEL002641g1.t1	HMEL002641g1	4	6	3	7	4	3	0	2	3	9	4	8
HMEL002642g1.t1	HMEL002642g1	66	71	44	102	58	61	57	8	72	157	162	49
HMEL002643g1.t1	HMEL002643g1	17	10	3	17	11	14	6	4	5	2	1	2
HMEL022527g1.t1	HMEL022527g1	0	1	0	0	1	2	3	21	4	0	2	18
HMEL002646g3.t1	HMEL002646g3	0	0	0	0	0	0	1	1	1	12	9	6
HMEL002646g2.t1	HMEL002646g2	0	0	0	0	0	0	0	1	0	0	0	0
HMEL037078g1.t1	HMEL037078g1	242	267	201	330	329	189	55	107	54	129	88	152
HMEL037081g1.t1	HMEL037081g1	115	81	61	153	108	94	11	13	9	15	18	8
HMEL008007g1.t1	HMEL008007g1	1756	1033	821	2797	1061	673	142	202	59	71.001	189	282
HMEL037087g1.t1	HMEL037087g1	2714	1686	1237	4550	1807	1141	165	278	99	153	580	582
HMEL021638g1.t1	HMEL021638g1	5998	4879	1578	7652	4232	1321	330	466	202	373	530.558	616
HMEL021638g2.t1	HMEL021638g2	6498	13044	2498	10624	18939	2010	1395	1538	805	1321	2568	2718
HMEL037089g1.t1	HMEL037089g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL004766g1.t1	HMEL004766g1	14	11	2	15	8	4	0	1	0	3	3	7
HMEL004763g1.t1	HMEL004763g1	929	561	170	1191	523	170	25	30	13	54	50	78
HMEL037092g1.t1	HMEL037092g1	1943.544	2652.396	2605.103	4289.095	3277.918	2214.512	401.973	512.961	226.711	306.425	910.658	850.073
HMEL037092g1.t2	HMEL037092g1	1886.421	2628.592	2546.801	4260.997	3267.082	2156.488	401.027	514.94	223.071	313.335	902.484	867.927
HMEL037093g1.t1	HMEL037093g1	1001	912	860	1612	813	917	184	252	223	851	245	369
HMEL004758g1.t1	HMEL004758g1	46	74	0	0	0	60	30	20	0	0	0	0
HMEL004758g1.t2	HMEL004758g1	0	0	64	65	83	0	0	0	17	39	53	48
HMEL004756g1.t1	HMEL004756g1	173	105	127	219	100	107	45	41	65	123	99	64
HMEL037101g1.t1	HMEL037101g1	1	1	0	1	0	0	1	1	0	3	1	0
HMEL037455g1.t1	HMEL037455g1	19	14	12	41	9	22	5	3	0	15	3	14
HMEL016162g1.t1	HMEL016162g1	0	3	1	0	2	0	0	0	1	2	1	0
HMEL015483g1.t1	HMEL015483g1	5	2	3	12	7	6	0	0	2	0	0	0
HMEL015482g1.t1	HMEL015482g1	0	0	0	15	0	0	8.938	0	0	0	0	0
HMEL015482g1.t2	HMEL015482g1	26	17.153	0	0	12	18	22.062	104.989	0	38	69	153
HMEL015482g1.t3	HMEL015482g1	0	5.847	22	0	0	0	0	28.011	24	0	0	0
HMEL037109g1.t1	HMEL037109g1	0	0	0	1	1	0	1	6	0	11	17	5
HMEL037110g1.t1	HMEL037110g1	21	8	14	21	10	9	25	66	42	23	40	108
HMEL015761g1.t1	HMEL015761g1	0	1	0	0	0	0	0	3	2	13.992	18.114	5
HMEL037117g1.t1	HMEL037117g1	21	13	6	28	15	4	0	0	0	2	6	0
HMEL037119g1.t2	HMEL037119g1	0	0	0	0	0	0	0	0	0	0	3	0
HMEL037119g1.t1	HMEL037119g1	1	0	0	6	1	1	0	0	0	0	0	2
HMEL037120g1.t1	HMEL037120g1	0	1	3	2	0	0	0	0	1	2	8	5
HMEL037122g1.t1	HMEL037122g1	0	0	0	0	0	0	0	0	0	1	5	0
HMEL037123g1.t2	HMEL037123g1	0	0	0	0	0	0	0	2	0	0	0	0
HMEL037123g1.t1	HMEL037123g1	0	0	0	1	0	0	2	0	0	2	0	0
HMEL037125g1.t1	HMEL037125g1	5	1	0	5	3	0	3	12	2	4	23	11
HMEL015565g1.t1	HMEL015565g1	17	15	9	29	13	10	21	14	12	26	36	29
HMEL037133g1.t1	HMEL037133g1	5	0	0	1	0	0	0	1	2	1	12	0
HMEL009800g1.t1	HMEL009800g1	4	1332	5908	50	6233	6160	89	183	52	80	362	440
HMEL037136g1.t1	HMEL037136g1	0	184	21379	1	920	21678	4008	14	2091	2914	25063	39
HMEL004535g1.t1	HMEL004535g1	0	247	65765	6	1220	64892	2596	332.957	2051	2826	18693	507
HMEL009152-RA	HMEL009152-RA	103	76	78	121	82	112	5	1	9	36	72	13
HMEL037141g1.t1	HMEL037141g1	0	0	0	0	0	0	0	2	0	9	9	2
HMEL037142g1.t1	HMEL037142g1	1	1	0	0	0	0	1	1	0	2	13	3
HMEL037144g1.t1	HMEL037144g1	105298	83822	87476	107698	79835	75162	19935	51728	13114	25862.034	45174.998	96821
HMEL033215g1.t1	HMEL033215g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL037145g1.t1	HMEL037145g1	31	38	12	53	20	14	3	7	5	2	1	7
HMEL037145g1.t2	HMEL037145g1	1	0	0	0	0	0	0	0	0	2	0	0
HMEL037148g1.t1	HMEL037148g1	0	0	14	0	2	28	1	9	5	4	18	33
HMEL037149g1.t1	HMEL037149g1	3	0	3	5	4	1	22	684	7	6	64	1779
HMEL037150g1.t2	HMEL037150g1	2.806	11.718	3.108	2.773	7.211	0	0	39.984	20	31	57	55
HMEL037150g1.t1	HMEL037150g1	46.194	33.282	8.892	91.227	38.789	8	8	0	0	0	0	0
HMEL017756g2.t1	HMEL017756g2	579	560	79	865	476	81	48	91	45	54	107	143.985
HMEL008900g1.t1	HMEL008900g1	19	23	29	39	27	24	6	25	6	14	18	48
HMEL037004g1.t1	HMEL037004g1	196	67	82	202	90	110	13	31	13	46	52	45
HMEL003892g1.t1	HMEL003892g1	48	30	25	34	23	7	2	6	2	9	10	5
HMEL003893g1.t1	HMEL003893g1	300	950	441	543	1132	365	231	220	241	333	317	397
HMEL003893g1.t2	HMEL003893g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL003894g1.t1	HMEL003894g1	0	0	0	1	1	0	0	1	0	3	0	1
HMEL003898g1.t1	HMEL003898g1	250	156	100	209	162	118	15	42	26	52	26	69
HMEL003901g1.t1	HMEL003901g1	0	0	0	0	0	0	0	1	0	0	0	0
HMEL016072g1.t1	HMEL016072g1	109	73	118	137	93	95	33	37	24	45	54	39
HMEL017101g1.t1	HMEL017101g1	3	0	1	1	1	3	0	1	0	4	3	1
HMEL017103g1.t1	HMEL017103g1	40	26	51	36	47	56	14	13	7	25	30	17
HMEL017104g1.t1	HMEL017104g1	9	7	1	7	2	3	12	20	10	28	5	7
HMEL037009g1.t1	HMEL037009g1	0	0	0	0	0	0	3	0	5	3	35	1
HMEL017106g1.t1	HMEL017106g1	55	68	21	108	80	7	8	39	9	15	88	148
HMEL017106g2.t1	HMEL017106g2	7	4	3	1	3	0	0	0	1	2	7	7
HMEL037010g1.t1	HMEL037010g1	0	1	1	1	2	1	1	3	0	8	8	10
HMEL037011g1.t1	HMEL037011g1	0	0	0	2	1	0	0	3	0	4	2	2
HMEL037012g1.t1	HMEL037012g1	1	1	0	0	0	0	1	2	1	6	3	3
HMEL014784g1.t1	HMEL014784g1	3	2	3	5	11	6	5	4	3	3	0	4
HMEL002930g1.t1	HMEL002930g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL037015g1.t1	HMEL037015g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL037015g1.t2	HMEL037015g1	73	151	124	93	120	95	46	58	37	75	143	142
HMEL016794g1.t1	HMEL016794g1	13	14	1	7	12	8	4	2	6	7	5	15
