tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL031889g1.t3	HMEL031889g1	284.786	285.26	277.574	292.4	281.195	280.622	303.847	306.418	313.985	317.521	321.265	329.144
HMEL010102g2.t1	HMEL010102g2	173.853	177.182	170.485	181.765	173.958	175.451	192.264	189.324	197.017	201.585	198.86	205.414
HMEL010102g1.t1	HMEL010102g1	9.931	9.218	13.87	9.162	9.012	13.236	24.497	21.38	19.803	21.982	17.836	16.808
HMEL010105g1.t1	HMEL010105g1	1292.428	1289.145	1278.765	1298.743	1283.91	1280.405	1311.151	1319.808	1325.49	1327.805	1334.824	1345.313
HMEL010107g1.t1	HMEL010107g1	623.59	620.383	610.035	629.889	615.109	611.756	642.29	650.913	656.663	658.951	665.95	676.364
HMEL007737g1.t1	HMEL007737g1	90.271	93.509	87.857	95.021	90.51	91.946	102.363	99.631	106.153	108.008	103.198	106.776
HMEL007839g1.t1	HMEL007839g1	619.598	616.4	606.049	625.903	611.121	607.776	638.292	646.915	652.663	654.952	661.95	672.364
HMEL031882g1.t1	HMEL031882g1	34.682	35.545	32.663	35.996	34.111	34.505	37.636	37.73	41.99	40.983	40.089	39.836
HMEL031881g1.t1	HMEL031881g1	10.289	9.866	10.456	9.984	9.723	10.642	15.665	13.328	14.689	15.799	14.089	12.605
HMEL021221g1.t1	HMEL021221g1	11.899	11.715	11.531	11.905	11.495	11.927	15.177	13.767	15.753	16.283	15.024	13.711
HMEL007126g1.t1	HMEL007126g1	313.205	313.071	304.736	320.495	308.67	307.557	331.954	336.045	343.116	346.463	351.095	359.519
HMEL004896g1.t1	HMEL004896g1	39.814	40.732	37.66	41.199	39.096	39.628	43.463	43.43	48.063	47.052	46.046	45.986
HMEL005408g2.t1	HMEL005408g2	253.485	254.805	247.371	261.317	250.954	250.95	272.675	273.494	281.57	285.284	287.77	295.107
HMEL005408g2.t3	HMEL005408g2	253.485	254.805	247.371	261.317	250.954	250.95	272.675	273.494	281.57	285.284	287.77	295.107
HMEL005408g2.t2	HMEL005408g2	182.652	185.651	178.898	190.594	182.393	183.671	201.32	198.532	206.365	210.987	208.873	215.513
HMEL005404g1.t1	HMEL005404g1	370.653	369.446	359.163	377.595	364.663	361.637	388.675	395.237	401.525	404.288	409.838	419.825
HMEL005404g1.t2	HMEL005404g1	849.428	846.145	835.765	855.743	840.91	837.405	868.151	876.808	882.49	884.805	891.824	902.313
HMEL005403g1.t1	HMEL005403g1	27.968	28.599	26.164	29.039	27.483	27.724	29.835	30.073	33.778	32.788	32.061	31.635
HMEL005399g1.t1	HMEL005399g1	11.52	11.302	11.234	11.452	11.13	11.551	15.05	13.529	15.371	16.02	14.749	13.354
HMEL007991g4.t1	HMEL007991g4	30.302	31.03	28.456	31.462	29.796	30.107	32.56	32.78	36.674	35.7	34.94	34.483
HMEL007991g6.t1	HMEL007991g6	30.302	31.03	28.456	31.462	29.796	30.107	32.56	32.78	36.674	35.7	34.94	34.483
HMEL007991g7.t1	HMEL007991g7	30.302	31.03	28.456	31.462	29.796	30.107	32.56	32.78	36.674	35.7	34.94	34.483
HMEL007991g8.t2	HMEL007991g8	129.125	133.145	126.563	136.07	130.135	131.819	145.158	141.419	148.551	152.524	147.094	153.039
HMEL007991g8.t1	HMEL007991g8	72.262	74.646	69.815	75.626	71.841	73.087	81.405	79.709	85.881	86.463	82.621	84.963
HMEL008645g1.t1	HMEL008645g1	122.714	126.656	120.101	129.37	123.649	125.256	138.071	134.495	141.523	145.284	139.588	145.409
HMEL031878g1.t1	HMEL031878g1	171.472	174.848	168.143	179.379	171.661	173.182	189.837	186.802	194.449	199.014	196.153	202.662
HMEL031864g1.t1	HMEL031864g1	83.737	86.705	81.306	87.993	83.725	85.117	94.799	92.452	98.956	100.208	95.701	98.857
HMEL031866g1.t1	HMEL031866g1	152.034	155.977	149.09	159.766	152.867	154.314	169.643	166.105	173.482	178.011	173.864	180.12
HMEL002316g1.t1	HMEL002316g1	433.467	431.368	420.837	440.036	426.254	422.97	451.389	459.457	465.284	467.812	474.314	484.522
HMEL031860g1.t1	HMEL031860g1	346.92	346.103	336.356	354.026	341.473	339.013	365.223	370.851	377.374	380.324	385.344	395.042
HMEL021936g2.t1	HMEL021936g2	424.688	422.68	412.156	431.273	417.61	414.343	442.603	450.544	456.368	458.924	465.374	475.556
HMEL010721g2.t1	HMEL010721g2	131.334	135.351	128.709	138.323	132.284	133.996	147.506	143.754	150.864	154.988	149.625	155.604
HMEL031858g1.t1	HMEL031858g1	131.334	135.351	128.709	138.323	132.284	133.996	147.506	143.754	150.864	154.988	149.625	155.604
HMEL031848g1.t1	HMEL031848g1	170.676	174.078	167.36	178.586	170.891	172.42	189.023	185.967	193.61	198.154	195.257	201.753
HMEL031859g1.t1	HMEL031859g1	126.939	130.966	124.404	133.816	127.964	129.633	142.767	139.079	146.244	150.077	144.556	150.509
HMEL020719g3.t1	HMEL020719g3	11.939	9.933	16.579	10.59	10.004	15.976	27.898	25.341	23.808	25.302	21.252	20.826
HMEL020720g1.t1	HMEL020720g1	827.428	824.145	813.765	833.743	818.91	815.405	846.151	854.808	860.49	862.805	869.824	880.313
HMEL031846g1.t2	HMEL031846g1	18.746	16.75	23.265	17.715	14.464	19.741	25.462	26.588	26.012	25.884	20.34	24.526
HMEL031846g1.t1	HMEL031846g1	9.673	9.074	10.908	8.976	9.064	11.093	19.941	16.319	16.611	18.356	15.15	13.539
HMEL031845g1.t1	HMEL031845g1	213.89	216.201	209.123	221.843	212.557	213.232	232.863	231.616	239.74	243.89	244.17	251.086
HMEL009038g1.t1	HMEL009038g1	424.688	422.68	412.156	431.273	417.61	414.343	442.603	450.544	456.368	458.924	465.374	475.556
HMEL005325g2.t1	HMEL005325g2	189.087	192.031	185.238	197.068	188.62	189.869	207.844	205.397	213.296	217.898	216.274	222.94
HMEL010567g1.t1	HMEL010567g1	74.828	77.272	72.349	78.354	74.412	75.722	84.407	82.553	88.751	89.514	85.52	88.031
HMEL015364g1.t1	HMEL015364g1	829.428	826.145	815.765	835.743	820.91	817.405	848.151	856.808	862.49	864.805	871.824	882.313
HMEL015363g1.t1	HMEL015363g1	899.428	896.145	885.765	905.743	890.91	887.405	918.151	926.808	932.49	934.805	941.824	952.313
HMEL015362g1.t1	HMEL015362g1	1351.428	1348.145	1337.765	1357.743	1342.91	1339.405	1370.151	1378.808	1384.49	1386.805	1393.824	1404.313
HMEL031841g1.t1	HMEL031841g1	195.614	198.417	191.632	203.587	194.891	196.091	214.426	212.303	220.317	224.849	223.688	230.389
HMEL015358g1.t1	HMEL015358g1	248.26	249.663	242.251	256.095	245.812	245.854	267.371	267.94	276	279.812	282.068	289.336
HMEL031839g1.t1	HMEL031839g1	199.748	202.425	195.546	207.7	198.876	199.904	218.608	216.633	224.723	229.178	228.319	235.064
HMEL015354g1.t1	HMEL015354g1	1098.428	1095.145	1084.765	1104.743	1089.91	1086.405	1117.151	1125.808	1131.49	1133.805	1140.824	1151.313
HMEL031838g1.t1	HMEL031838g1	55.274	56.821	53.004	57.444	54.512	55.465	61.697	60.805	66.297	65.955	63.872	64.621
HMEL031837g1.t1	HMEL031837g1	94.929	98.318	92.519	100.048	95.321	96.833	107.556	104.648	111.293	113.496	108.529	112.319
HMEL031835g1.t1	HMEL031835g1	920.428	917.145	906.765	926.743	911.91	908.405	939.151	947.808	953.49	955.805	962.824	973.313
HMEL007651g1.t1	HMEL007651g1	16.278	17.148	16.261	12.155	12.927	14.316	16.095	14.602	16.092	15.979	10.181	13.411
HMEL031833g1.t1	HMEL031833g1	215.581	217.829	210.729	223.519	214.195	214.804	234.527	233.373	241.553	245.632	246.053	252.987
HMEL003078g2.t1	HMEL003078g2	286.606	287.019	279.31	294.208	282.957	282.367	305.604	308.303	315.838	319.371	323.185	331.1
HMEL003078g1.t1	HMEL003078g1	86.307	89.4	83.93	90.803	86.416	87.858	97.836	95.322	101.881	103.283	98.683	102.032
HMEL031832g1.t1	HMEL031832g1	940.428	937.145	926.765	946.743	931.91	928.405	959.151	967.808	973.49	975.805	982.824	993.313
HMEL031830g1.t1	HMEL031830g1	1301.428	1298.145	1287.765	1307.743	1292.91	1289.405	1320.151	1328.808	1334.49	1336.805	1343.824	1354.313
HMEL031830g1.t2	HMEL031830g1	1367.428	1364.145	1353.765	1373.743	1358.91	1355.405	1386.151	1394.808	1400.49	1402.805	1409.824	1420.313
HMEL007198g1.t1	HMEL007198g1	950.428	947.145	936.765	956.743	941.91	938.405	969.151	977.808	983.49	985.805	992.824	1003.313
HMEL031829g1.t1	HMEL031829g1	123.42	127.375	120.809	130.112	124.364	125.988	138.86	135.26	142.308	146.075	140.416	146.265
HMEL031827g1.t1	HMEL031827g1	28.416	29.078	26.618	29.515	27.932	28.19	30.364	30.608	34.347	33.357	32.638	32.194
HMEL031821g1.t1	HMEL031821g1	332.767	332.168	322.944	339.966	327.74	325.747	351.198	356.308	363.028	366.074	370.596	380.203
HMEL003658g1.t1	HMEL003658g1	883.428	880.145	869.765	889.743	874.91	871.405	902.151	910.808	916.49	918.805	925.824	936.313
HMEL031818g1.t1	HMEL031818g1	1130.428	1127.145	1116.765	1136.743	1121.91	1118.405	1149.151	1157.808	1163.49	1165.805	1172.824	1183.313
HMEL010699g1.t1	HMEL010699g1	331.833	331.241	322.049	339.028	326.831	324.848	350.273	355.347	362.068	365.128	369.616	379.211
HMEL031817g1.t1	HMEL031817g1	912.428	909.145	898.765	918.743	903.91	900.405	931.151	939.808	945.49	947.805	954.824	965.313
HMEL031816g1.t1	HMEL031816g1	1645.428	1642.145	1631.765	1651.743	1636.91	1633.405	1664.151	1672.808	1678.49	1680.805	1687.824	1698.313
HMEL031813g1.t1	HMEL031813g1	5079.428	5076.145	5065.765	5085.743	5070.91	5067.405	5098.151	5106.808	5112.49	5114.805	5121.824	5132.313
HMEL031812g1.t1	HMEL031812g1	49.601	50.884	47.387	51.387	48.831	49.632	55.018	54.361	59.655	58.959	57.351	57.722
HMEL031811g1.t1	HMEL031811g1	609.619	606.436	596.102	615.928	601.157	597.823	628.295	636.92	642.668	644.954	651.961	662.367
HMEL031810g1.t1	HMEL031810g1	14.058	11.522	18.639	12.811	11.232	18.304	28.172	27.09	26.067	27.385	22.784	24.213
HMEL005063g1.t1	HMEL005063g1	1261.428	1258.145	1247.765	1267.743	1252.91	1249.405	1280.151	1288.808	1294.49	1296.805	1303.824	1314.313
HMEL031801g1.t1	HMEL031801g1	222.395	224.457	217.158	230.257	220.807	221.232	241.312	240.504	248.631	252.642	253.551	260.595
HMEL031801g1.t2	HMEL031801g1	222.395	224.457	217.158	230.257	220.807	221.232	241.312	240.504	248.631	252.642	253.551	260.595
HMEL005379g1.t1	HMEL005379g1	590.675	587.516	577.203	596.983	582.226	578.945	609.312	617.928	623.687	625.974	632.973	643.379
HMEL005377g1.t1	HMEL005377g1	68.513	70.705	66.098	71.599	67.988	69.136	77.093	75.533	81.657	82.01	78.456	80.449
HMEL010428g1.t1	HMEL010428g1	235.256	236.953	229.596	243.105	233.164	233.417	254.385	254.174	262.337	266.183	267.75	274.913
HMEL031793g1.t1	HMEL031793g1	1658.428	1655.145	1644.765	1664.743	1649.91	1646.405	1677.151	1685.808	1691.49	1693.805	1700.824	1711.313
HMEL010423g1.t1	HMEL010423g1	1474.428	1471.145	1460.765	1480.743	1465.91	1462.405	1493.151	1501.808	1507.49	1509.805	1516.824	1527.313
HMEL021905g1.t1	HMEL021905g1	219.835	221.96	214.735	227.713	218.325	218.812	238.723	237.827	245.964	250.021	250.753	257.722
HMEL031792g1.t1	HMEL031792g1	1371.428	1368.145	1357.765	1377.743	1362.91	1359.405	1390.151	1398.808	1404.49	1406.805	1413.824	1424.313
HMEL010419g1.t1	HMEL010419g1	1066.428	1063.145	1052.765	1072.743	1057.91	1054.405	1085.151	1093.808	1099.49	1101.805	1108.824	1119.313
HMEL031789g1.t1	HMEL031789g1	189.893	192.833	186.029	197.871	189.396	190.636	208.682	206.277	214.145	218.761	217.203	223.864
HMEL031787g1.t1	HMEL031787g1	1999.428	1996.145	1985.765	2005.743	1990.91	1987.405	2018.151	2026.808	2032.49	2034.805	2041.824	2052.313
HMEL031787g1.t2	HMEL031787g1	1999.428	1996.145	1985.765	2005.743	1990.91	1987.405	2018.151	2026.808	2032.49	2034.805	2041.824	2052.313
HMEL031787g1.t3	HMEL031787g1	1999.428	1996.145	1985.765	2005.743	1990.91	1987.405	2018.151	2026.808	2032.49	2034.805	2041.824	2052.313
HMEL031786g1.t1	HMEL031786g1	477.626	474.985	464.67	483.996	469.83	466.665	495.813	504.145	509.941	512.361	519.138	529.446
HMEL031785g1.t1	HMEL031785g1	162.079	165.707	158.903	169.903	162.565	164.08	180.053	176.782	184.279	188.916	185.406	191.779
HMEL013359g2.t1	HMEL013359g2	112.097	115.909	109.576	118.324	112.907	114.465	126.628	123.131	129.975	133.346	127.469	132.728
HMEL013359g1.t1	HMEL013359g1	1040.428	1037.145	1026.765	1046.743	1031.91	1028.405	1059.151	1067.808	1073.49	1075.805	1082.824	1093.313
HMEL013358g2.t1	HMEL013358g2	894.428	891.145	880.765	900.743	885.91	882.405	913.151	921.808	927.49	929.805	936.824	947.313
HMEL013358g1.t1	HMEL013358g1	4451.428	4448.145	4437.765	4457.743	4442.91	4439.405	4470.151	4478.808	4484.49	4486.805	4493.824	4504.313
HMEL031783g1.t1	HMEL031783g1	10.71	10.391	10.632	10.539	10.291	10.776	15.071	13.271	14.757	15.559	14.077	12.692
HMEL002983g1.t2	HMEL002983g1	408.182	406.427	395.862	414.858	401.392	398.095	426.025	433.677	439.59	442.294	448.486	458.622
HMEL002983g1.t1	HMEL002983g1	250.015	251.357	243.954	257.821	247.521	247.559	269.108	269.789	277.855	281.64	283.958	291.257
HMEL031781g1.t2	HMEL031781g1	311.347	311.263	303.034	318.65	306.882	305.851	330.131	334.106	341.208	344.586	349.18	357.552
HMEL031781g1.t1	HMEL031781g1	600.647	597.475	587.153	606.951	592.188	588.883	619.308	627.927	633.681	635.962	642.963	653.378
HMEL031780g1.t1	HMEL031780g1	845.428	842.145	831.765	851.743	836.91	833.405	864.151	872.808	878.49	880.805	887.824	898.313
HMEL009978g1.t1	HMEL009978g1	9.668	9.088	13.27	8.933	8.891	12.436	23.8	20.283	19.072	21.237	17.195	16.008
HMEL015471g1.t1	HMEL015471g1	52.426	53.842	50.195	54.373	51.634	52.525	58.327	57.584	62.9	62.4	60.604	61.127
HMEL015474g1.t1	HMEL015474g1	37.247	38.11	35.106	38.569	36.595	37.029	40.457	40.536	44.971	43.978	43.013	42.88
HMEL015476g1.t1	HMEL015476g1	214.732	217.011	209.924	222.681	213.371	214.023	233.696	232.495	240.646	244.758	245.111	252.035
HMEL011789g1.t1	HMEL011789g1	338.445	337.737	328.35	345.558	333.219	331.055	356.744	362.103	368.783	371.786	376.483	386.141
HMEL011789g1.t2	HMEL011789g1	338.445	337.737	328.35	345.558	333.219	331.055	356.744	362.103	368.783	371.786	376.483	386.141
HMEL031771g1.t1	HMEL031771g1	159.731	163.468	156.625	167.545	160.301	161.861	177.64	174.307	181.754	186.408	182.729	189.093
HMEL031771g1.t2	HMEL031771g1	159.731	163.468	156.625	167.545	160.301	161.861	177.64	174.307	181.754	186.408	182.729	189.093
HMEL031758g1.t1	HMEL031758g1	441.27	439.106	428.595	447.808	433.976	430.699	459.271	467.359	473.192	475.692	482.288	492.51
HMEL006607g2.t1	HMEL006607g2	250.882	252.214	244.798	258.687	248.38	248.408	269.991	270.711	278.779	282.559	284.91	292.217
HMEL006332g1.t1	HMEL006332g1	10.026	9.501	10.349	9.454	9.366	10.688	17	14.045	15.102	16.502	14.194	12.773
HMEL011563g1.t1	HMEL011563g1	13.538	13.455	12.806	13.741	13.134	13.5	16.25	15.069	17.419	17.54	16.513	15.299
HMEL031766g1.t1	HMEL031766g1	29.822	30.535	27.991	30.967	29.32	29.624	31.995	32.232	36.075	35.114	34.379	33.901
HMEL031768g1.t1	HMEL031768g1	81.171	83.982	78.74	85.211	81.013	82.42	91.785	89.606	95.982	97.145	92.734	95.718
HMEL031770g1.t1	HMEL031770g1	221.541	223.629	216.34	229.403	219.985	220.428	240.45	239.611	247.751	251.762	252.616	259.635
HMEL017852g1.t1	HMEL017852g1	1202.428	1199.145	1188.765	1208.743	1193.91	1190.405	1221.151	1229.808	1235.49	1237.805	1244.824	1255.313
HMEL011026g2.t1	HMEL011026g2	628.579	625.364	615.022	634.874	620.1	616.734	647.289	655.908	661.662	663.95	670.949	681.364
HMEL007178g2.t1	HMEL007178g2	250.015	251.357	243.954	257.821	247.521	247.559	269.108	269.789	277.855	281.64	283.958	291.257
HMEL032654g1.t1	HMEL032654g1	33.212	34.03	31.257	34.478	32.657	32.999	35.947	36.054	40.222	39.205	38.353	38.004
HMEL032725g1.t1	HMEL032725g1	181.856	184.876	178.111	189.782	181.619	182.89	200.514	197.683	205.501	210.12	207.964	214.588
HMEL037170g1.t1	HMEL037170g1	2309.428	2306.145	2295.765	2315.743	2300.91	2297.405	2328.151	2336.808	2342.49	2344.805	2351.824	2362.313
HMEL037170g1.t2	HMEL037170g1	2327.428	2324.145	2313.765	2333.743	2318.91	2315.405	2346.151	2354.808	2360.49	2362.805	2369.824	2380.313
HMEL005606g1.t1	HMEL005606g1	94.254	97.631	91.859	99.327	94.639	96.135	106.811	103.922	110.559	112.715	107.764	111.526
HMEL035317g1.t1	HMEL035317g1	9.668	9.088	13.27	8.933	8.891	12.436	23.8	20.283	19.072	21.237	17.195	16.008
HMEL022073g1.t1	HMEL022073g1	117.042	120.938	114.452	123.456	117.919	119.487	131.854	128.356	135.323	138.85	132.999	138.6
HMEL017749g1.t1	HMEL017749g1	577.725	574.588	564.265	584.033	569.304	566.04	596.355	604.93	610.697	613.018	619.982	630.382
HMEL037075g1.t2	HMEL037075g1	548.89	545.813	535.51	555.193	540.569	537.337	567.404	575.959	581.731	584.069	591.019	601.397
HMEL037075g1.t1	HMEL037075g1	575.732	572.603	562.278	582.04	567.324	564.06	594.356	602.933	608.702	611.024	617.982	628.384
HMEL037073g1.t1	HMEL037073g1	837.428	834.145	823.765	843.743	828.91	825.405	856.151	864.808	870.49	872.805	879.824	890.313
HMEL037073g1.t2	HMEL037073g1	831.428	828.145	817.765	837.743	822.91	819.405	850.151	858.808	864.49	866.805	873.824	884.313
HMEL037073g1.t3	HMEL037073g1	837.428	834.145	823.765	843.743	828.91	825.405	856.151	864.808	870.49	872.805	879.824	890.313
HMEL037073g1.t4	HMEL037073g1	825.428	822.145	811.765	831.743	816.91	813.405	844.151	852.808	858.49	860.805	867.824	878.313
HMEL037072g1.t1	HMEL037072g1	17.697	17.922	16.391	18.248	17.327	17.432	19.271	19.005	21.773	21.569	20.434	19.548
HMEL037071g1.t1	HMEL037071g1	1976.428	1973.145	1962.765	1982.743	1967.91	1964.405	1995.151	2003.808	2009.49	2011.805	2018.824	2029.313
HMEL015776g1.t1	HMEL015776g1	972.428	969.145	958.765	978.743	963.91	960.405	991.151	999.808	1005.49	1007.805	1014.824	1025.313
HMEL015773g2.t1	HMEL015773g2	122.714	126.656	120.101	129.37	123.649	125.256	138.071	134.495	141.523	145.284	139.588	145.409
HMEL037068g1.t1	HMEL037068g1	651.539	648.311	637.967	657.844	643.054	639.66	670.276	678.901	684.639	686.918	693.943	704.362
HMEL014678g1.t1	HMEL014678g1	839.428	836.145	825.765	845.743	830.91	827.405	858.151	866.808	872.49	874.805	881.824	892.313
HMEL014677g1.t1	HMEL014677g1	50.728	52.063	48.511	52.575	49.942	50.767	56.324	55.638	60.924	60.308	58.645	59.057
HMEL014675g1.t1	HMEL014675g1	18.037	18.276	16.671	18.623	17.673	17.755	19.556	19.325	22.118	21.89	20.764	19.896
HMEL022558-RA	HMEL022558	3160.428	3157.145	3146.765	3166.743	3151.91	3148.405	3179.151	3187.808	3193.49	3195.805	3202.824	3213.313
HMEL014666g1.t1	HMEL014666g1	3998.428	3995.145	3984.765	4004.743	3989.91	3986.405	4017.151	4025.808	4031.49	4033.805	4040.824	4051.313
HMEL011553g2.t1	HMEL011553g2	152.034	155.977	149.09	159.766	152.867	154.314	169.643	166.105	173.482	178.011	173.864	180.12
HMEL011553g2.t2	HMEL011553g2	152.034	155.977	149.09	159.766	152.867	154.314	169.643	166.105	173.482	178.011	173.864	180.12
HMEL011553g1.t1	HMEL011553g1	10.847	10.569	10.735	10.703	10.447	10.894	15.006	13.275	14.836	15.594	14.149	12.771
HMEL037061g1.t1	HMEL037061g1	1544.428	1541.145	1530.765	1550.743	1535.91	1532.405	1563.151	1571.808	1577.49	1579.805	1586.824	1597.313
HMEL002638g1.t1	HMEL002638g1	1618.428	1615.145	1604.765	1624.743	1609.91	1606.405	1637.151	1645.808	1651.49	1653.805	1660.824	1671.313
HMEL002641g1.t1	HMEL002641g1	25.743	26.311	23.966	26.755	25.303	25.412	27.258	27.472	30.941	30.041	29.239	28.898
HMEL002642g1.t1	HMEL002642g1	285.699	286.134	278.443	293.307	282.076	281.497	304.725	307.362	314.912	318.443	322.225	330.121
HMEL002643g1.t1	HMEL002643g1	126.218	130.247	123.681	133.068	127.244	128.9	141.98	138.32	145.473	149.259	143.715	149.664
HMEL022527g1.t1	HMEL022527g1	761.428	758.145	747.765	767.743	752.91	749.405	780.151	788.808	794.49	796.805	803.824	814.313
HMEL002646g3.t1	HMEL002646g3	187.477	190.424	183.658	195.453	187.067	188.325	206.161	203.67	211.592	216.158	214.406	221.082
HMEL002646g2.t1	HMEL002646g2	37.247	38.11	35.106	38.569	36.595	37.029	40.457	40.536	44.971	43.978	43.013	42.88
HMEL037078g1.t1	HMEL037078g1	2573.428	2570.145	2559.765	2579.743	2564.91	2561.405	2592.151	2600.808	2606.49	2608.805	2615.824	2626.313
HMEL037081g1.t1	HMEL037081g1	670.515	667.28	656.916	676.82	662.016	658.601	689.26	697.897	703.636	705.915	712.926	723.359
HMEL008007g1.t1	HMEL008007g1	838.428	835.145	824.765	844.743	829.91	826.405	857.151	865.808	871.49	873.805	880.824	891.313
HMEL037087g1.t1	HMEL037087g1	1214.428	1211.145	1200.765	1220.743	1205.91	1202.405	1233.151	1241.808	1247.49	1249.805	1256.824	1267.313
HMEL021638g1.t1	HMEL021638g1	3584.428	3581.145	3570.765	3590.743	3575.91	3572.405	3603.151	3611.808	3617.49	3619.805	3626.824	3637.313
HMEL021638g2.t1	HMEL021638g2	5189.428	5186.145	5175.765	5195.743	5180.91	5177.405	5208.151	5216.808	5222.49	5224.805	5231.824	5242.313
HMEL037089g1.t1	HMEL037089g1	13.626	10.997	18.287	12.208	11.015	18.131	28.622	26.779	25.969	27.311	22.441	23.705
HMEL004766g1.t1	HMEL004766g1	25.301	25.863	23.544	26.3	24.872	24.976	26.791	26.966	30.394	29.517	28.684	28.359
HMEL004763g1.t1	HMEL004763g1	190.708	193.633	186.831	198.677	190.172	191.41	209.512	207.158	215.005	219.618	218.127	224.787
HMEL037092g1.t1	HMEL037092g1	10358.428	10355.145	10344.765	10364.743	10349.91	10346.405	10377.151	10385.808	10391.49	10393.805	10400.824	10411.313
HMEL037092g1.t2	HMEL037092g1	10358.428	10355.145	10344.765	10364.743	10349.91	10346.405	10377.151	10385.808	10391.49	10393.805	10400.824	10411.313
HMEL037093g1.t1	HMEL037093g1	58.162	59.851	55.862	60.562	57.463	58.447	65.102	64.063	69.766	69.548	67.18	68.112
HMEL004758g1.t1	HMEL004758g1	261.408	262.583	255.01	269.207	258.681	258.483	280.712	281.901	289.912	293.56	296.409	303.822
HMEL004758g1.t2	HMEL004758g1	261.408	262.583	255.01	269.207	258.681	258.483	280.712	281.901	289.912	293.56	296.409	303.822
HMEL004756g1.t1	HMEL004756g1	224.955	226.94	219.655	232.825	223.249	223.648	243.898	243.198	251.273	255.352	256.393	263.452
HMEL037101g1.t1	HMEL037101g1	193.162	196.029	189.257	201.124	192.522	193.76	212.007	209.764	217.637	222.227	220.902	227.573
HMEL037455g1.t1	HMEL037455g1	511.176	508.31	498.002	517.524	503.095	499.866	529.573	538.013	543.808	546.161	553.044	563.414
HMEL016162g1.t1	HMEL016162g1	14.57	14.597	13.692	14.905	14.199	14.424	16.759	15.968	18.398	18.566	17.359	16.298
HMEL015483g1.t1	HMEL015483g1	73.543	75.957	71.088	76.987	73.125	74.405	82.899	81.128	87.314	87.97	84.066	86.487
HMEL015482g1.t1	HMEL015482g1	1037.428	1034.145	1023.765	1043.743	1028.91	1025.405	1056.151	1064.808	1070.49	1072.805	1079.824	1090.313
HMEL015482g1.t2	HMEL015482g1	1103.428	1100.145	1089.765	1109.743	1094.91	1091.405	1122.151	1130.808	1136.49	1138.805	1145.824	1156.313
HMEL015482g1.t3	HMEL015482g1	1037.428	1034.145	1023.765	1043.743	1028.91	1025.405	1056.151	1064.808	1070.49	1072.805	1079.824	1090.313
HMEL037109g1.t1	HMEL037109g1	85.658	88.725	83.281	90.101	85.745	87.158	97.078	94.601	101.159	102.506	97.933	101.237
HMEL037110g1.t1	HMEL037110g1	865.428	862.145	851.765	871.743	856.91	853.405	884.151	892.808	898.49	900.805	907.824	918.313
HMEL015761g1.t1	HMEL015761g1	222.395	224.457	217.158	230.257	220.807	221.232	241.312	240.504	248.631	252.642	253.551	260.595
HMEL037117g1.t1	HMEL037117g1	150.514	154.471	147.595	158.193	151.385	152.837	168.038	164.503	171.844	176.366	172.099	178.328
HMEL037119g1.t2	HMEL037119g1	18.737	18.986	17.284	19.409	18.381	18.432	20.188	19.984	22.847	22.571	21.524	20.619
HMEL037119g1.t1	HMEL037119g1	41.952	42.926	39.829	43.405	41.195	41.787	46.008	45.83	50.58	49.627	48.524	48.538
HMEL037120g1.t1	HMEL037120g1	1316.428	1313.145	1302.765	1322.743	1307.91	1304.405	1335.151	1343.808	1349.49	1351.805	1358.824	1369.313
HMEL037122g1.t1	HMEL037122g1	24.411	24.956	22.7	25.401	23.988	24.11	25.833	25.972	29.32	28.465	27.582	27.303
HMEL037123g1.t2	HMEL037123g1	15.189	15.217	14.231	15.556	14.792	15.001	17.204	16.565	19.063	19.154	17.935	16.904
HMEL037123g1.t1	HMEL037123g1	31.761	32.52	29.851	32.961	31.215	31.53	34.235	34.42	38.464	37.443	36.618	36.234
HMEL037125g1.t1	HMEL037125g1	2727.428	2724.145	2713.765	2733.743	2718.91	2715.405	2746.151	2754.808	2760.49	2762.805	2769.824	2780.313
HMEL015565g1.t1	HMEL015565g1	187.477	190.424	183.658	195.453	187.067	188.325	206.161	203.67	211.592	216.158	214.406	221.082
HMEL037133g1.t1	HMEL037133g1	31.761	32.52	29.851	32.961	31.215	31.53	34.235	34.42	38.464	37.443	36.618	36.234
HMEL009800g1.t1	HMEL009800g1	767.428	764.145	753.765	773.743	758.91	755.405	786.151	794.808	800.49	802.805	809.824	820.313
HMEL037136g1.t1	HMEL037136g1	923.428	920.145	909.765	929.743	914.91	911.405	942.151	950.808	956.49	958.805	965.824	976.313
HMEL004535g1.t1	HMEL004535g1	812.428	809.145	798.765	818.743	803.91	800.405	831.151	839.808	845.49	847.805	854.824	865.313
HMEL009152-RA	HMEL009152-RA	1847.428	1844.145	1833.765	1853.743	1838.91	1835.405	1866.151	1874.808	1880.49	1882.805	1889.824	1900.313
HMEL037141g1.t1	HMEL037141g1	57.004	58.639	54.686	59.316	56.262	57.222	63.743	62.756	68.384	68.09	65.843	66.712
HMEL037142g1.t1	HMEL037142g1	88.282	91.438	85.887	92.908	88.457	89.913	100.103	97.493	104.029	105.651	100.939	104.398
